product_id,product_name,brand,main_category,subcategory,list_price,sale_price,discount_pct,available
16720,"Sweetwood Cattle Co. Fatty Smoked Turkey Stick 1oz: Sweet and Hot, Box of 20",Sweetwood Cattle Co.,Food,"Snacks, Cookies & Chips",48.01,48.01,0.0,True
16721,"Medline Protection Plus Overnight Disposable Underwear, Medium 16 Count",Medline,Personal Care,Incontinence,37.77,37.77,0.0,True
16722,"ByeByeOdor Deodorizer, Quaternary Based Liquid 7.5 oz. Bottle Mild Scent, 00258 - EACH",ByeByeOdor,Household Essentials,Cleaning Supplies,8.39,8.39,0.0,True
16723,3 Pack - Gas-X Softgels Ultra Strength Soft Gels 50 ea,Gas-X,Health,Gas Relief,45.59,45.59,0.0,True
16724,"Nourison Snuggle Buddies 24"" Oversized Llama Plush Pillow",Nourison,Home,Teens Rooms,37.5,37.5,0.0,True
16725,Jim Hensons Labyrinth: The Card Game,River Horse Studios,Toys,Games & Puzzles,28.74,28.74,0.0,True
16726,Promar Weighted Crab Snare,Promar,Sports & Outdoors,Outdoor Sports,12.0,11.0,8.33,True
16727,"Rawlings Mach EXT Batting Helmet-SR-RH, Navy",Rawlings,Sports & Outdoors,Sports,49.95,49.95,0.0,True
16728,Santa Cruz Organic Pomegranate Agua Fresca,Santa Cruz Organic,Food,Organic Foods,70.78,70.78,0.0,True
16729,Weslo Pursuit G 3.1 Recumbent Exercise Bike with Tablet Holder,Weslo,Sports & Outdoors,Exercise & Fitness,147.0,147.0,0.0,True
16730,"(10 Pack) Hunts Tomato Paste with Basil, Garlic, and Oregano, 6 oz",American Beauty,Food,"Condiments, Sauces & Spices",7.28,7.28,0.0,True
16731,Bench Toy Box - SWHT - Solid White/Heart,Little Colorado,Home,Storage & Organization,209.64,209.64,0.0,True
16732,Abra Therapeutics - Cold & Flu 17 oz,Abra Therapeutics,Beauty,Bath & Body,15.27,15.27,0.0,True
16733,Brian Leetch New York Rangers Fanatics Authentic Deluxe Tall Hockey Puck Case - No Size,Fanatics Authentic,Sports & Outdoors,Sports Fan Shop,39.99,39.99,0.0,True
16734,"Nature Made Fish Oil Adult Gummies, Pineapple-Orange, Peach & Mango 90 ea (Pack of 3)",Nature Made,Health,Vitamins & Supplements,38.59,38.59,0.0,True
16735,HB END OR8 BAR ENDS C-LITE LONG ALY SL,Origin-8,Sports & Outdoors,Bikes,14.14,14.14,0.0,True
16736,Kirby Generation 3 Front Wheel,Kirby,Shop by Brand,Home,12.95,12.95,0.0,True
16737,Philips Hue White Ambiance 3rd Generation A19 Dimmable LED Smart 4-Bulb Starter Pack Certified (Certified Refurbished),Philips,Electronics,Smart Home,99.99,99.99,0.0,True
16738,EASTON CATCHER THROAT GUARD,EASTON BELL SPORTS INC.,Sports & Outdoors,Sports,6.99,6.99,0.0,True
16739,"Biosilk Silk Therapy Cure, 5.64 oz",BioSilk,Premium Beauty,Premium Hair Care,11.89,11.89,0.0,True
16740,"Harmony Farms Clover Honey, 16 OZ (Pack of 6)",Harmony Farms,Food,"Condiments, Sauces & Spices",40.43,40.43,0.0,False
16741,SereneLife SLFTRD50 Low Speed Fitness & Training Treadmill - Walking/Jogging Treadmill with Folding Low-Profile Design,SereneLife,Sports & Outdoors,Exercise & Fitness,320.99,320.99,0.0,True
16742,JAMES GASKETS GSKT WSHR FORK LEG DYNA,JAMES GASKETS,Sports & Outdoors,Bikes,16.34,16.34,0.0,True
16743,Philips T3 120V Double Ended Halogen Light Bulb,Philips,Household Essentials,Light Bulbs,4.62,4.62,0.0,True
16744,Luvable Friends Baby Boy and Girl Fleece Blanket - Birdies,Luvable Friends,Baby,Nursery & Decor,11.2,11.2,0.0,True
16745,Jolly Rancher Strawberry 160 Pieces Passion Mix Strawberry Jolly Ranchers,RSLLC,Party & Occasions,Party Supplies,22.65,22.65,0.0,True
16746,Diaper Tote Bag 4 pcs Nappy Bag Set Nylon Large Capacity Travel Handbag Shoulder Bag Include Changing Pad Bottle Bag Fashion Unisex for Baby Mom Dad Dark Blue,Unknown,Baby,Baby Activities & Gear,47.4,47.4,0.0,True
16747,"(4 Pack) Campbells Well Yes! Sweet Potato Corn Chowder, 16.3 oz. Can",Campbells,Food,"Meal Solutions, Grains & Pasta",7.88,7.88,0.0,True
16748,"Fugacal Cartoon Owl Shape Baby Toddler Pillow Headrest Baby Head Protection Pad,Baby Pillow, Baby Headrest",Fugacal,Baby,Car Seats,8.99,8.99,0.0,True
16749,L.A. Baby Holiday Portable Crib White,L.A. Baby,Baby,Nursery & Decor,244.99,244.99,0.0,True
16750,"Premier Bunion Cushions, Eases Pain 6 ea (Pack of 5)",premier,Health,Foot Care,16.5,16.5,0.0,True
16751,Replacement Shaver Heads for 3D Razor RQ10 RQ11 RQ12 RQ1250 RQ1280,Okeba,Beauty,Here for Every Beauty,16.97,16.97,0.0,True
16752,Swedish Dream Sea Salt Hand Creme 3oz,Swedish Dream,Personal Care,Bath & Body,15.3,15.3,0.0,True
16753,"Boardwalk Hardwound One-Ply Nonperforated Kraft Paper Towels, 800 sheets, 6 ct -BWK6256",Boardwalk,Industrial & Scientific,Janitorial & Sanitation Supplies,24.49,24.49,0.0,True
16754,"SPORTSSTUFF STARS & STRIPES, 2 Rider Towable Tube",Sportsstuff,Sports & Outdoors,Outdoor Sports,209.99,143.8,31.52,True
16755,"Swing-n-Slide Metal Monkey Bar 21.5-Inch Rungs (Set of 6), Green",Swing-N-Slide,Toys,Shop Toys by Age,37.99,37.99,0.0,True
16756,"Wilson Harmonized SG 56 degree Wedge, Women, Right-Handed",Wilson,Sports & Outdoors,Sports,25.81,19.59,24.1,True
16757,"Spalding 68564 54"" Acrylic Portable Basketball System",Spalding,Sports & Outdoors,Sports,449.99,449.99,0.0,True
16758,"TheCroco - LIGHTEST Aluminum Balance Bike, (4.3 lbs), Ages 1.5 to 5 Years",TheCroco,Sports & Outdoors,Bikes,101.12,101.12,0.0,True
16759,"Great Value Chips Variety Pack, 28 Ct",Great Value,Food,"Snacks, Cookies & Chips",8.48,8.48,0.0,False
16760,"PACK OF 3 EACH LITTLE TUMMYS GAS DROPS 1OZ PT#75618412041, PACK OF 3 EACH LITTLE TUMMYS GAS DROPS 1OZ PT#75618412041 By Marble Medical",Marble Medical,Health,Gas Relief,32.49,32.49,0.0,True
16761,Macks Dreamgirl Earplugs - 50 CT50.0 CT,Macks,Health,Ear Care,8.99,8.99,0.0,True
16762,"AOR - CurcuVIVA, Natural Supplement to Support Joint, Digestion and Liver Health, High Bioavailability Curcumin, 400 mg, Vegan, 60 capsules (60 servings)",AOR,Health,Probiotics,27.97,27.97,0.0,True
16763,"Dymatize Elite 100% Whey Protein Powder, Gourmet Vanilla, 25g Protein/Serving, 2 Lb",Dymatize,Health,Protein & Fitness,17.99,17.99,0.0,True
16764,Playstar - Sand box seat,PlayStar,Toys,Outdoor Play,16.1,16.1,0.0,True
16765,"Gan Mao Ling, Helps Relieve During Cold Seasons, Extra Strength 500mg (100 Tablets) - 2 Bottles Pack",KGS,Health,Cold Cough and Flu,14.99,14.99,0.0,True
16766,Honey Ridge Farms 2618BL Honey Creme Blackberry 9 oz.,Honey Ridge Farms,Food,"Condiments, Sauces & Spices",13.52,13.52,0.0,True
16767,"EEEkit 500PCS High Carbon Steel Fishing Hooks, Have Different Size(10 Size) Small( 3~#12)Size Set Fishing Gear Equipment Accessories",EEEkit,Sports & Outdoors,Outdoor Sports,8.97,8.97,0.0,True
16768,Branded Lance Captains Wafers Cream Cheese and Chives (40 pk.) Pack of 2,Snyders-Lance Inc.,Food,"Snacks, Cookies & Chips",26.59,26.59,0.0,True
16769,Kayak Leash Elastic Coiled Paddle Leash for Kayak Canoe Rowing Boat Safety Rod Leash Lanyard Kayak Accessories Stretch to 4 Feet,Anself,Sports & Outdoors,Outdoor Sports,10.07,10.07,0.0,True
16770,"Kens Steakhouse Fat Free Dressing, Raspberry Pecan, 9 Fl Oz",Kens Steak House,Food,"Condiments, Sauces & Spices",9.95,9.95,0.0,True
16771,RWS 2166165 Pellet Air Rifle 800fps 0.22cal w/Break Action,RWS,Sports & Outdoors,Outdoor Sports,294.45,294.45,0.0,True
16772,Mega Tac 30 Pack Tennis Grip White,Tourna,Sports & Outdoors,Sports,33.75,33.75,0.0,True
16773,"Eagle Claw Trailmaster Spinning Combo 66"" Length, 4 Pieces, Medium Power",Eagle Claw,Sports & Outdoors,Outdoor Sports,75.99,75.99,0.0,True
16774,"Envirokidz Organic Amazon Frosted Flakes Cereal, 11.5 oz (Pack of 12)",Unknown,Food,Breakfast & Cereal,53.86,53.86,0.0,True
16775,"Donkey Products Bike Bag Picnic for 2, Saddlebag, Saddle Bag",Donkey,Sports & Outdoors,Bikes,39.99,39.99,0.0,True
16776,DT Systems H2O 1820 PLUS H2O 1820 PLUS 1 Dog System,DT Systems,Pets,Dogs,223.83,223.83,0.0,False
16777,NBA Portland Trail Blazers 1.5 oz Hand Sanitizer,Generic,Sports & Outdoors,Sports Fan Shop,5.87,5.87,0.0,True
16778,Markwort Batters C-Flap Face Protector,Markwort,Sports & Outdoors,Sports,18.99,18.99,0.0,True
16779,"Aveeno Soothing Bath Treatment For Itchy, Irritated Skin, 8 Count",Unknown,Personal Care,Mens Essentials,32.89,32.89,0.0,True
16780,71 × 79 Inches Extra Large Baby Crawling Mat Non Toxic Baby Play Game Mat 0.2 inch,Toner Depot,Baby,Baby Activities & Gear,24.99,24.99,0.0,True
16781,Rubba Ducks RD00066 Mrs Duckbells Gift Box,Rubba Ducks,Baby,Baby & Toddler Toys,11.64,11.64,0.0,True
16782,Aquapill Solarball Liquid Solar Blanket for Swimming Pools,Aquapill,Toys,Outdoor Play,23.24,23.24,0.0,True
16783,"Nature Made Calcium 500 mg Gummies, 80 Count for Bone Health†",Nature Made,Health,Vitamins & Supplements,11.44,11.44,0.0,True
16784,"Bionic Stable Grip Golf Glove Mens Classic (Black, RIGHT, LARGE) NEW",Bionic,Sports & Outdoors,Sports,21.99,21.99,0.0,True
16785,"Aqua Sphere Lagos Square Leg Swim Trunks, Black/Light Red,40",Aqua Sphere,Sports & Outdoors,Sports,24.99,24.99,0.0,True
16786,Act Ii Popcorn 3Pk Butter - 1 count only,Act II,Food,"Snacks, Cookies & Chips",8.09,8.09,0.0,True
16787,weePOD TT Galactic Grey,Prince Lionheart,Baby,Diapering,14.24,14.24,0.0,True
16788,"White Sprinkles,12 oz Bag",Gel Spice,Party & Occasions,Party Supplies,6.69,6.69,0.0,True
16789,"Opalescence Teeth Whitening Gel 4 Pack 35% Melon, Professional Quality By ULTRADENT",ULTRADENT,Personal Care,Oral Care,30.99,30.99,0.0,True
16790,SAXX Mens Vibe Boxer Modern Fit Casual Underwear,SAXX,Clothing,Mens Clothing,20.25,20.25,0.0,False
16791,Pitt Golf Glove - Medium / Large,LinksWalker,Sports & Outdoors,Sports,19.85,19.85,0.0,False
16792,KIK International 14oz Comet Powder Cleaner 85749608821,KIK International,Household Essentials,Cleaning Supplies,2.08,2.08,0.0,True
16793,"3 Pack - Aquafresh Extreme Clean Pure Breath Action Fluoride Toothpaste, Fresh Mint 5.6 oz",Aquafresh,Personal Care,Oral Care,16.05,16.05,0.0,True
16794,PALM SPRINGS Sunday Golf Bag w/stand Pink/Black,Palm Springs,Sports & Outdoors,Sports,69.99,69.99,0.0,True
16795,Nasal Aspirator - Ezy Dose Nasal Aspirator,Ezy Dose,Baby,Diapering,5.83,5.83,0.0,True
16796,SEA-BOND Denture Adhesive Wafers Lowers Fresh Mint 30 Each,Sea-Bond,Personal Care,Oral Care,10.02,10.02,0.0,True
16797,Adopted Rhinestone Shirt White XXL (18),Mirage,Food,Fresh Food,13.58,13.58,0.0,True
16798,"Value Series Life Vest, L/XL, Kiwi",Airhead,Sports & Outdoors,Outdoor Sports,26.99,26.99,0.0,True
16799,"Terra Baby Diaper Bag Travel Backpack with Stroller Straps, Changing Pad and Wipe Case Pocket Multi-functional for Baby Care",Terra Baby,Baby,Baby Activities & Gear,39.98,39.98,0.0,True
16800,KUFA Large Spinning Reel Cover (fit reel 6000~20000) SCL,KUFA,Sports & Outdoors,Outdoor Sports,8.99,8.99,0.0,True
16801,Harris 24 Deluxe Leaf Net for 21 Above Ground Round Pool,Harris,Toys,Outdoor Play,59.49,59.49,0.0,True
16802,Adamba Polish Style Cream of Mushroom Soup Mix (3-Pack),Adamba,Food,"Meal Solutions, Grains & Pasta",7.99,7.99,0.0,True
16803,"Eclipse, Sugar Free Winterfrost Chewing Gum, 60 Pieces, 6 Count",Eclipse,Food,"Snacks, Cookies & Chips",17.64,17.64,0.0,True
16804,Bausch + Lomb PreserVision Eye Vitamin & Mineral Supplement AREDs Soft Gels - 60 ct,Bausch + Lomb,Health,Vitamins & Supplements,19.99,19.99,0.0,True
16805,"Skippy Natural Creamy Peanut Butter, 40 oz",Skippy,Food,Breakfast & Cereal,6.69,5.44,18.68,True
16806,Zincuta Skin Ointment 2 oz tin,Zincuta,Personal Care,Mens Essentials,12.5,12.5,0.0,True
16807,Neoair NEO-CRSFKT Cruiser-Marine Replacement Filters,Neoair,Sports & Outdoors,Outdoor Sports,26.05,26.05,0.0,True
16808,"Hurley Womens One and Only Compression Rash Guard, White/Black, Small",Hurley,Sports & Outdoors,Outdoor Sports,19.99,19.99,0.0,False
16809,Pennzoil Siphon Pump,Pennzoil,Sports & Outdoors,Outdoor Sports,4.77,4.77,0.0,True
16810,New Kids Safety Crawling Elbow Cushion Infants Toddlers Baby Knee Pads Protector,Canis,Baby,Car Seats,5.16,5.16,0.0,True
16811,"Lowrider Lucky 7 Sprocket 36t 1/2 X 1/8 Gold. for bicycles, bikes, beach cruiser, strech bikes, limos, chopper cruiser",lowrider,Sports & Outdoors,Bikes,16.99,16.99,0.0,True
16812,Franklin Sports NFL New Orleans Saints Collapsible Storage Footlocker Bins - Large,Franklin Sports,Sports & Outdoors,Sports Fan Shop,25.59,25.59,0.0,True
16813,Map My First Victorinox Red,Victorinox,Sports & Outdoors,Outdoor Sports,35.99,35.99,0.0,True
16814,"F3 Silver 2-Pc Printed Blackout Room Darkening Window Curtain Treatment, Set Of Two (2) Insulated Thermal Panels 37""In Wide X 63""In Length (Each) With Silver Grommets On Top",SAMIMPORT-2011,Home,Decor,10.0,10.0,0.0,True
16815,Calvin Klein Sheer Beauty Eau De Toilette Spray For Women 3.4 Oz,Calvin Klein Fragrances,Premium Beauty,Premium Fragrance,23.99,23.99,0.0,True
16816,Portable Rubber Razor Blade Sharpener Shaver Cleaner Gift For Men Women,ZEDWELL,Personal Care,Shaving,14.58,14.58,0.0,True
16817,"Premium Nature Bath Bombs Gift Set - 6 Essential Oil Handmade Spa Fizzies, With Cocoa & Shea Butter, Relieves pain & Moisturizes Dry Skin by Premium Nature (Love Edition)",Premium Nature,Beauty,Bath & Body,14.99,14.99,0.0,True
16818,Schwinn 5 Lumen USB rechargeable bicycle taillight with wrap strap mount,Schwinn,Sports & Outdoors,Bikes,9.96,9.96,0.0,True
16819,R-BAO Authorized Unisex Outdoor Exercise Hiking Bicycle Cycling Socks Gray Pair,Unique Bargains,Sports & Outdoors,Bikes,7.81,7.81,0.0,True
16820,2 Pack - Shea Moisture Organic Coconut & Hibiscus Shea Butter Soap 3.5 oz,SheaMoisture,Personal Care,Bath & Body,9.89,9.89,0.0,True
16821,Hi Ball Energy Sparkling Energy Water - Wild Berry - Case of 1 - 8/16 fl oz.,HI BALL,Food,Organic Foods,64.82,64.82,0.0,True
16822,"LOreal Paris Sublime Bronze Luminous Bronzer Self-Tanning Lotion, 6.7 fl. oz.",LOreal Paris,Personal Care,Sun Care,9.47,9.47,0.0,True
16823,"Equate Nicotine Polacrilex Lozenges, 4 mg (nicotine), Mint Flavor, Stop Smoking Aid 108 Count",Equate,Health,Caregiver,32.98,32.98,0.0,True
16824,"OTVIAP Adjustable Fishing Rod Pole Stand Holder Fighting Belt Waist Support, Fishing Belt, Fishing Harness Belt",OTVIAP,Sports & Outdoors,Outdoor Sports,14.89,14.89,0.0,True
16825,Buf-Puf Double-Sided Body Sponge 1 Each (Pack of 6),Buf-Puf,Personal Care,Bath & Body,30.23,30.23,0.0,True
16826,Greensen TSDZ2 Electric Bicycle Bike Scooter Finger Handle Speed Switch for VLCD5 Instrument,Greensen,Sports & Outdoors,Bikes,13.38,13.38,0.0,True
16827,"Aveeno Positively Radiant Brightening Facial Cleanser, 6.7 fl. oz",Aveeno,Beauty,Skin Care,6.37,6.37,0.0,True
16828,"Alteril Natural Sleep Aid Liquid Softgels, 30 ea (Pack of 2)",Alteril,Health,Sleep & Snoring Aids,34.85,34.85,0.0,True
16829,Schwinn Airsport Pro Bicycle Frame Pump,Schwinn,Sports & Outdoors,Bikes,14.65,14.65,0.0,True
16830,"Pack of 6 Sunlite LED G16 Globe 7W (60W Equivalent) Light Bulb Candelabra (E12) Base, Warm White",Sunlite,Household Essentials,Light Bulbs,46.99,46.99,0.0,True
16831,"Allen 27307 Ruger Blockade 7"" Handgun Case Nylon Black with Red Rugger Logo 8.5"" x 6.75"" x 2.25""",ALLEN,Sports & Outdoors,Outdoor Sports,17.85,17.85,0.0,True
16832,Nutella Hazelnut Spread 350g Kosher For Passover Glass Jar Product of Italy - Pack of 6,Nutella,Food,Breakfast & Cereal,39.99,39.99,0.0,True
16833,Jujube Be Connected Stroller Clip in Gold,Ju-Ju-Be,Baby,Strollers,30.0,30.0,0.0,True
16834,"Philips Norelco Electric Shaver 7500 for Sensitive Skin, S7371/84",Philips Norelco,Personal Care,Shaving,169.95,118.3,30.39,False
16835,"Berkley Jensen Aluminum Foil, 1,000 sq. ft.",berkley Jensen,Household Essentials,Paper & Plastic,44.99,44.99,0.0,True
16836,RAD Sportz Kayak Trolley Kayak Cart with Pneumatic Tires 150 LB Capacity Silver,RAD Sportz,Sports & Outdoors,Outdoor Sports,52.99,52.99,0.0,True
16837,"Browning 1410049152 Plainsman Rifle Case 52"" Black with Tan Trim",Browning,Sports & Outdoors,Outdoor Sports,18.98,18.98,0.0,True
16838,"Product Of La Costena, Home Style Mexican Salsa Medium Bottle, Count 1 - Mexican Food / Grab Varieties & Flavors",La Costeña,Food,"Snacks, Cookies & Chips",2.74,2.74,0.0,True
16839,"LYUMO Deukio Portable Winter Ice Fishing Reel Wheel with Wire Outdoor Casting Tackle, Ice Fishing Reel, Casting Reel",LYUMO,Sports & Outdoors,Outdoor Sports,9.93,9.93,0.0,True
16840,Moxy Duckpin Deluxe Tote Bowling Bag- Pink/Black,Moxy Bowling Products,Sports & Outdoors,Sports,48.95,48.95,0.0,True
16841,Lizard Skins Aramus Gloves: Jet Black LG,Lizard Skins,Sports & Outdoors,Bikes,19.99,19.99,0.0,True
16842,"The Vitamin Shoppe Potassium Citrate 99MG, Supports Cardiovascular Cellular Health (100 Capsules)",The Vitamin Shoppe,Health,Vitamins & Supplements,7.99,7.99,0.0,True
16843,"KT Tape, Recovery+ Patch, Black, 4 Ct",KT Tape,Sports & Outdoors,Exercise & Fitness,9.25,9.25,0.0,True
16844,Sunday Afternoons Aero Visor,Sunday Afternoons,Sports & Outdoors,Bikes,54.75,54.75,0.0,True
16845,10 Lbs Jumbo Alaskan King Crab Legs,King Crab,Food,Fresh Food,399.99,399.99,0.0,True
16846,Excedrin Extra Strength Caplets (300 ct.),Excedrin,Health,Pain Relievers,24.28,24.28,0.0,True
16847,"Italian Organic Almonds, 2 Pounds - Kosher, Non-GMO, Raw, Sproutable, Vegan - by Food to Live",Food to Live,Food,"Snacks, Cookies & Chips",22.99,22.99,0.0,True
16848,"Fentimans Cherry Tree Cola, 9.3 Fl. Oz., 4 Count",Fentimans North America,Food,Beverages,29.98,29.98,0.0,True
16849,Solgar - Essential Amino Acid Complex Free Form - 90 Vegetarian Capsules,Solgar,Health,Protein & Fitness,20.84,20.84,0.0,True
16850,"Duncan Hines, Whipped Chocolate Frosting, 14oz Tub (Pack of 3)",Duncan Hines,Food,Baking,14.31,14.31,0.0,True
16851,"Berkley Gulp! Sand Crab Flea Soft Bait 1"" Length, New Penny, per 12",Berkley,Sports & Outdoors,Outdoor Sports,6.99,6.99,0.0,True
16852,"Bausch & Lomb Advanced Eye Relief Maximum Relief Lubricant/Redness Reliever Eye Drops, .5 oz",Bausch + Lomb,Health,Eye Care,3.83,2.98,22.19,True
16853,"Made With Apricot Preserves, 11 Oz (Pack Of 6)",Made With,Food,"Condiments, Sauces & Spices",29.58,29.58,0.0,True
16854,"Premium Mattress Protector Cover by CushyBeds - Lab Tested 100% Waterproof, Hypoallergenic, Breathable Cool Flow, Noiseless, No Crinkling, Allergy & Vinyl Free - (Up to 18"" Deep Pocket)",CushyBeds,Home,Bedding,29.99,29.99,0.0,True
16855,FREELETTE. Electric Pre After Shave Lotion Balm Cream For Close Shave 3.7 FL.OZ,Freelette,Personal Care,Shaving,19.97,19.97,0.0,True
16856,4pcs 6.5cm Long Black Rubber V-Brake Stop Pads for Bike Bicycle,Unique Bargains,Sports & Outdoors,Bikes,8.67,8.67,0.0,True
16857,HL Adjustable Height Dropper Aluminum Bike Seatpost 30.9mm x 375mm Black NEW,HL Corp,Sports & Outdoors,Bikes,34.97,34.97,0.0,False
16858,"Eliminator Indoor Fogger Insect Killer, 4 Pack, 2oz",Eliminator,Patio & Garden,Garden Center,5.46,5.46,0.0,True
16859,Magma Marine Kettle 3 Combination Stove & Gas Grill,Magma,Patio & Garden,Grills & Outdoor Cooking,209.99,209.99,0.0,True
16860,"Maxi Health Super Glucosamine Complex Capsules, 180 Ct",Maxi Health,Health,Vitamins & Supplements,43.03,34.42,20.01,True
16861,200Pcs/Box Dental Floss Interdental Brush Teeth Stick Toothpick Soft Silicone Double-ended Tooth Picks Oral Care,Unknown,Personal Care,Oral Care,8.99,8.99,0.0,True
16862,ALLSTAR PERFORMANCE ALL10260 Tire Groovers and Sipers Heated Tire Groover,Allstar Performance,Sports & Outdoors,Bikes,489.98,489.98,0.0,True
16863,adidas Junior Captain Batting Helmet w/ Jaw Guard,adidas,Sports & Outdoors,Sports,90.85,90.85,0.0,True
16864,"P-Line CFX Fluorocarbon Leader, 20 lb",P-Line,Sports & Outdoors,Outdoor Sports,10.4,10.4,0.0,True
16865,PACK OF 3-Amys - Soup - Low Fat - Case of 1 - 14.5 oz.,Amys Kitchen,Food,"Meal Solutions, Grains & Pasta",24.34,24.34,0.0,True
16866,Candy Corn Faces Assortment Sugar Decorations Toppers Cupcake Cake Cookies Halloween Party Favors 12 Count,Lucks,Food,Seasonal Grocery,8.0,8.0,0.0,True
16867,"Cosco 20"" x 48"" Adjustable Height PVC Top Table, Black",Cosco,Home,Furniture,70.84,40.84,42.35,True
16868,"LUMAPRO Miniature Lamp,921,T5,12.8V,PK2 21U585",LUMAPRO,Household Essentials,Light Bulbs,9.39,9.39,0.0,True
16869,"Werthers Original Hard Candy, 34 oz",Assortit,Food,"Chocolate, Candy & Gum",22.99,22.99,0.0,True
16870,"Puj Soft Foldable Baby Bath Tub, Aqua",Puj,Baby,Health & Safety,44.99,44.99,0.0,True
16871,Gillette SkinGuard Mens Razor Handle + 4 Blade Refills,Gillette,Beauty,Here for Every Beauty,19.97,15.98,19.98,True
16872,"Child Craft Arched Top Changing Table, Dapper Gray",Childcraft,Baby,Nursery & Decor,119.9,78.9,34.2,True
16873,"1 Unit 30""x100 Crunchy Leaves Cello Roll 1.0 mil Unit pack 1",Nashvillewraps,Household Essentials,Paper & Plastic,38.95,38.95,0.0,True
16874,matoen Children And Baby Inflatable Baby Water Pad Fun Activity Play Center,matoen,Baby,Baby Activities & Gear,11.39,11.39,0.0,True
16875,"Desert Pepper Salsa Divino, 16 oz (Pack of 6)",Unknown,Food,Gluten-Free Foods,32.08,32.08,0.0,True
16876,GLiving Perfect Travel and Motorcycle Bike Helmet Wind-Resistance Full Face Sport Mask Black,GLiving,Toys,Kids Bikes & Riding Toys,10.15,10.15,0.0,True
16877,Costa Del Mar Zane Black Rectangular Sunglasses,Costa Del Mar,Clothing,Bags & Accessories,110.0,110.0,0.0,False
16878,"A24501 Belt Swing with Soft Touch Rope, Add an additional swing to your play structure with a Big Backyard Belt Swing. By Big Backyard",Big Backyard,Toys,Shop Toys by Price,30.99,30.99,0.0,False
16879,Ventura Single-Speed 16 Teeth Silver Freewheel,Ventura,Sports & Outdoors,Bikes,15.44,15.44,0.0,True
16880,PAUL SEBASTIAN by Paul Sebastian After Shave Balm 4 oz for Men,Paul Sebastian,Premium Beauty,Premium Mens Grooming,16.95,16.95,0.0,True
16881,"OxiClean Odor Blasters Odor & Stain Remover Laundry Booster, 40.5 oz.",OxiClean,Household Essentials,Laundry,5.98,5.98,0.0,True
16882,"EMS Buttocks Trainer, Training Muscle Stimulation, Firm and Shape The Buttocks Hip Body Shaper Fitness Hips Trainer Massage with Helps to Lift, Firm and Shape The Buttocks",Generic,Sports & Outdoors,Exercise & Fitness,16.55,16.55,0.0,True
16883,"Ener-G White Rice Loaf, 16 oz (Pack of 6)",Unknown,Food,Baking,40.23,40.23,0.0,True
16884,"Moeller Portable Potty Universal Fit for 5 Gallon Buckets, White (Bucket Not Included)",Moeller Marine Products,Sports & Outdoors,Outdoor Sports,56.19,56.19,0.0,True
16885,"Mgaxyff Reusable Infant Swim Diaper Washable Pocket Cloth Hook Loop Operating System Size Adjustable, Baby Washable Diaper, Infant Reusable Diaper",Mgaxyff,Baby,Diapering,9.15,9.15,0.0,True
16886,Triple Threat Quick Strap Training Boxing Gloves - Pink vs Black - Child - 6oz,OMNI,Sports & Outdoors,Exercise & Fitness,17.95,17.95,0.0,True
16887,"Rawlings 12"" Premium Series Baseball Glove, Right Hand Throw",Rawlings,Sports & Outdoors,Sports,88.23,88.23,0.0,False
16888,Cordless Nose Hair Trimmer,Bigbolo,Personal Care,Shaving,7.74,7.74,0.0,True
16889,Nourish Organic Skin Solve - Organic - Sweet Orange And Rosehip - 3oz,Nourish,Personal Care,Bath & Body,15.51,15.51,0.0,True
16890,Cruiser Box - The Scourge New,Dropfleet Commander - The Scourge 1:9150,Sports & Outdoors,Recreation,23.95,23.95,0.0,True
16891,GiGi Fine Wax Applicators 100 Pack,Gigi,Personal Care,Shaving,6.29,6.29,0.0,True
16892,SEAFLO 05-Series Baitwell/Livewell Pump - 800GPH,SEAFLO,Sports & Outdoors,Outdoor Sports,19.99,19.99,0.0,True
16893,Crank Brothers Candy 2 Pedals Gray,Crank Brothers,Sports & Outdoors,Bikes,80.0,80.0,0.0,True
16894,quickbreeze - dental oral irrigator,oral-breeze-inc,Personal Care,Oral Care,39.95,39.95,0.0,True
16895,Workoutz Adult White/Blue Soccer Goalie Gloves,Workoutz,Sports & Outdoors,Sports,27.44,27.44,0.0,True
16896,"(#92) Hotel Quality Grommet Top, Microfiber (Cotton Touch) 1 Panel Taupe Tan Solid Thermal Foam Lined Blackout Heavy Thick Window Curtain Drapes Bronze Grommets 84"" Length",SAMIMPORT-2011,Home,Decor,7.0,7.0,0.0,True
16897,IntelliSense One Size Arm Digital Blood Pressure Monitoring Unit HEM-907XL 1Each,OMRON,Health,Home Health Care,618.98,618.98,0.0,True
16898,Duracell Rechargeable AA Batteries - 4 Count,Duracell,Household Essentials,Batteries,14.94,14.94,0.0,True
16899,"Golf Indicator,Sonew 3 Colors 1 Pair Practice Exercice Rods Training Aid Golf Indicator Alignment Sticks",Sonew,Sports & Outdoors,Sports,13.29,13.29,0.0,True
16900,P.A.N. Precooked White Corn Meal 35.7 oz. Pack of 3,PAN,Food,Baking,18.95,18.95,0.0,True
16901,Tunturi B25 Cardio Fit Series X-Bike Exercise Bike With Backrest,Tunturi,Sports & Outdoors,Exercise & Fitness,163.52,163.52,0.0,True
